reduction_pct,gap_no_diversification_pct,gap_with_diversification_pct,pct_from_stressed_no_div,pct_from_stressed_with_div
10,9.854804593518379,0.0,99.35768014590249,95.49101099663547
20,19.70960918703675,0.0,99.27884211080791,91.56104248088177
30,29.56441378055512,0.0,99.17794325469674,87.63107396512808
